"","AL0002_S124","AL0003_S134","AL0004_S144","CH0001_S154","CH0002_S83","CH0006_S93","CH0012_S103","CH0016_S114","CH0018_S125","CH0019_S135","CH0020_S145","CH0022_S155","CH0023_S84","CH0030_S94","CH0035_S104","CH0038_S115","CH0039_S126","CH0050_S136","CH0055_S146","DU0002_S32","DU0004_S42","DU0005_S52","DU0007_S62","DU0010_S72","DU0012_S82","DU0013_S11","DU0017_S22","DU0019_S112","DU0034_S123","DU0038_S133","DU0047_S143","DU0058_S153","DU0059_S163","DU0063_S92","DU0064_S102","DU0071_S113","DU0074_S29","DU0076_S26","DU0077_S3","DU0083_S1","DU0087_S4","DU0089_S14","DU0099_S24","IT103_S55","IT11_S34","IT148_S66","IT173_S76","IT197_S5","IT202_S15","IT222_S25","IT226_S35","IT230_S45","IT236_S56","IT254_S67","IT257_S77","IT261_S6","IT271_S16","IT309_S26","IT311_S36","IT315_S46","IT323_S57","IT337_S68","IT338_S78","IT339_S7","IT361_S17","IT381_S27","IT52_S44","IT85_S58","KL0002_S156","KL0003_S85","KL0004_S95","KL0006_S105","KL0007_S116","KL0008_S127","KL0009_S137","KL0010_S147","KL0011_S157","KL0012_S10","KL0013_S86","KL0014_S96","KL0016_S106","KL0017_S117","KL0018_S128","KL0019_S138","KL0020_S37","KL0021_S148","KL0022_S158","KL0023_S87","KL0024_S97","KL0025_S107","KL0026_S118","KL0027_S129","KL0028_S139","KL0029_S149","KL0031_S159","KL0035_S88","KL0036_S98","KL0037_S108","KL0039_S119","KL0040_S130","KL0041_S140","KL0042_S150","KL0043_S160","SBE0003_S40","SBE0004_S51","SBE0006_S62","SBE0007_S72","SBE0008_S1","SBE0009_S11","SBE0010_S21","SBE0011_S31","SBE0012_S41","SBE0015_S52","SBE0018_S63","SG0001_S89","SG0002_S99","SG0003_S109","SG0006_S120","SG0012_S131","SG0024_S141","SG0025_S151","SG0028_S161","SG0031_S90","TBE0001_S73","TBE0002_S2","TBE0003_S12","TBE0004_S22","TBE0005_S32","TBE0006_S42","TBE0007_S53","TBE0008_S64","TBE0009_S74","TBE0010_S3","TBE0011_S13","TBE0012_S23","TBE0013_S33","TBE0014_S43","TBE0015_S133","TBE0016_S142","TBS002_S63","TBS006_S66","TBS011_S40","TBS035_S33","TBS150_S43","TBS153_S71","TBS160_S28","TBS165_S41","TBS277_S78","TBS349_S69","TBS365_S81","TBS385_S73","TBS387_S47","TBS396_S4","TBS425_S56","TBS435_S44","TBS442_S70","TBS461_S37","TBS466_S7","TBS467_S17","TBS468_S59","TBS469_S60","TBS479_S75","TBS480_S80","TBS488_S21","TBS516_S25","TBS524_S49","TBS556_S34","TBS559_S20","TBS587_S9","TBS596_S14","TBS656_S45","TBS663_S5","TBS664_S8","TBS668_S51","TBS670_S12","TBS671_S67","TBS672_S48","TH0007_S20","TH0008_S30","TH0016_S54","TH0017_S65","TH0019_S75","TT0003_S100","TT0005_S110","TT0006_S121","TT0009_S132","TT0010_S142","TT0011_S152","TT0012_C1","TT0014_S162","TT0015_S91","TT0016_C1","TT0017_S101","TT0018_S111","TT0019_S122","TT0021_S48","TT0025_S1","TT0029_S64","TT0030_S59","TT0031_S69","TT0033_S79","TT0034_S8","TT0038_S18","TT0040_S47","TT0042_S28","TT0043_S38","TT0045_S49","TT0048_S60","TT0049_S70","TT0051_S80","TT0053_S9","TT0059_S19","TT0060_S29","TT0061_S39","TT0062_S50","TT0063_S61","TT0065_S71","TT0067_S81","TT0069_S10","TTS1106_S54","TTS1108_S15","TTS1111_S53","TTS1115_S50","TTS1116_S57","TTS1118_S65","TTS1120_S38","TTS1122_S79","TTS1123_S10","TTS1131_S31","TTS1134_S35","TTS1141_S18","TTS1146_S76","TTS1149_S46","TTS1160_S6","TTS1170_S27","TTS1188_S58","TTS1189_S61","TTS1194_S68","TTS1200_S77","TTS1203_S39","TTS1204_S2","TTS1205_S19","TTS1210_S64","TTS1212_S36","TTS1214_S16","TTS1223_S23","TTS1263_S30","TTS1272_S24","TTS1301_S13","TTS1320_S74","TTS1330_S55"
"k141_2606990.concoct_part_1",0,0,0,0,0,0,0,11.2641523575694,0,0,0,0,0,0,2.32641042571038,0,0,0,94.8270647698545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359557445988683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5402611615195,4.56673487103378,0,0,0,0,0.943024260677908,0,0,0,1.13430583942309,0,0,0,0,0,0,0,0,86.6772194032077,0,0,0,0,0,0,0,0,52.8738942758214,0,0,47.879666290503,0,0,99.7878413213882,0,0,0,102.081277961268,0,0,131.126813295935,0,0,0,1.27992139780895,0,0,0,0,0,95.9124987355283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.2673917432454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.909381696833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761428697231143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k141_2978242.concoct_part_0",0,0,0,0,0,0,0,20.6797622990794,0,0,0,0,0,0,4.44899716361605,0,0,0,94.6153306172743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2529126261399,0,0,0,0,0,0,0,13.7788063780917,4.56388731411551,0,0,0,0,5.41028214275133,0,0,0,0,0,0,0,0,0,0,0,0,126.082313639128,0,0,0,0,0,0,1.2342515559108,0,134.015569055024,0,0,61.6385102403927,0,0,105.265931464127,0,0,0,113.432463534485,0,0,137.845791170822,0,1.77973523644116,0,0,0,0,0,0,0,96.9274939803456,0,0,0,0,0,0,0,0,0,0,1.48593170159549,0,0,0,0,0,0,0,0.21219167306748,0,0.404430613502826,0,0,0,0,0,0,0,0,0,0,93.1029984463907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1400935720681,112.885776691112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291229275525861,0.494343276998303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371284969038987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k141_4078713.concoct_part_0",0,0,0,0,1.4267296114153,0,42.7891050334137,0,0,0,0,0,3.39673587507304,0,0,0,0,0,0,0,0,12.0018909427818,0,9.5018142093593,0,0,5.44071321820554,8.00968878673723,4.68418289191203,0,0,2.16144282446184,94.642009679839,22.4427414377565,3.93089286169214,0,0,6.74277240277533,1.2847091251831,0,1.15864880124515,0,7.60327289139864,0,0,0,0,0,11.0029304009659,0,0,0,0,0,0,0,0,0,37.6439410787581,0,0,0,0,0,1.14043256361855,4.07158037090049,0,0,0,24.3700509413102,0,0,9.7488681239327,0,0,13.8396935769252,4.26466537466482,0,0,0,2.07675438951412,0,0.765017619212938,0,0,0,0,0,0,0,0,4.71524938843429,0,0,2.38605795764591,0,0,0,0,0,0,0,0,0,0,5.68655101361028,1.78988022627789,0,0,21.4121393696191,0,0,0,0,0,21.2266460027486,0,0,0,10.4613122159192,0,0,0,0,15.7881914813034,0,0,0,0,0,0,12.0425833096514,0,0,35.9889635357078,13.2027528306974,4.33680612124518,18.5565911255638,0,0,11.3863955408622,0,0,0,13.171823043793,0,5.72262713569212,0,0,0,0,0,0,0,0,14.7009013680293,0,0,0,0,0,0,0,0,5.38418010296429,0,0,0,0,0,0,0,0,0,55.300851875028,0,0,0,0,0.397948778260362,0,0,7.00365089197205,0,0,0,0,3.61091578758583,0,0,0,2.35970109782548,0,4.93507964515136,0,0,0,0,0,0,8.9451788224942,3.03677506628618,22.762459011503,0,0,0,0,0,0,0,0,0,0,0.859407520586166,13.3141015341,6.69538546165141,0,0,0,0,0,11.6237039148399,0,0,0,8.42768313407313,10.6476792967377,0,0,0,0,0,0,0,0,0.596443106211558,0,0,0,0,0,0,3.93927172185386,0,34.8360252535166,0,0,0,0,0,0
"k141_3708892.concoct_part_0",0,0,0,0,5.7453859899061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8180288036731,0,0,16.7069622931058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.62104537148131,0,0,0,0,0,0,0,43.7553982615157,0,17.9093282096497,0,0,0,0,0,0,0,0,0,0,51.4185087972193,0,0,0,0,0,29.3951838025784,0,0,0,0,0,0,0,0,0,7.02121786782863,0,0,0,0,0,0,5.7625801744726,0,4.66049815394599,0,0,0,0,0,0,0,62.2160473261369,5.81207574100016,0,0,0,12.2529065797454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.40378693729776,0,0,0,0,13.337257879348,0,0,21.8115312222473,0,0,0,0,0,0.662445946904558,0,0,0,0,8.63403584213418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.468385927633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.4366115457513,0,0,0,0,0,0,3.17265953970369,0,0,0,0,0,0,0,0
"k141_403162.concoct_part_0",0,0,0,0,1.24238551937468,0,9.3151084927334,0,0,0,0,0,0,0,16.6593812627296,0,0,0,0,0,0,5.62754620787519,0,14.0200181027403,0,0,2.36886627406005,32.5489609178205,13.8684353536477,0,0,4.70542078292584,22.2921916848498,8.6857653737922,3.42299222677174,0,11.6714239106317,17.6146679650196,7.83100596410047,0,0,0,4.41391560323157,0,0,0,0,0,0,0,0,0,5.9007780163247,0,0,0,0,26.2808796212877,19.8667051637997,0,0,0,0,0,6.95156127740471,0,0,0,0,11.5752321011864,0,0,21.2231043824986,0,0,0,44.5636661416701,0,0,0,5.4252667643255,0,3.33085822489454,0,0.864766182406535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.30120417957661,0,0,0,1.69504831690876,0,0,0,0,0,0,0,0,0,24.2923540320956,0,16.6742739268487,0,0,9.82017110847964,0,0,0,3.02336627845759,0,0,10.486591853191,15.1613674922991,0,19.5868258762573,0,1.88822923497946,36.6269337110799,0,12.4680546685442,9.91518843139916,2.64957545614358,0,0,0,0,0,0,25.6517691105577,0,0,0,0,0,0,12.8014354193414,0,0,6.80853715916445,0,0,0,0,0,3.12566928828348,0,0,0,0,0,0,0,0,0,82.5524056001828,0,0,0,0,0.346530832196772,0,12.4873223268085,6.09872703371603,0,14.4202809755335,0,0,0,6.1780331927974,0,0,0,0,7.73537507757084,5.16116862471959,17.5719289621595,0,0,11.2021727934817,0,7.01045558564779,5.28880221979752,0,0,0,0,0,0,0,0,0,0,2.53806431057706,0.748365668081137,0,3.88686119529725,0,35.4547656675228,0,17.3034835950464,0,0,0,0,15.9981882940744,0,0,0,0,11.4564399280464,14.8677397437684,0,0,0,0,1.29844553648995,0,14.5144128095224,0,0,4.1447874274703,0,3.43028847579502,0,13.6507280998206,0,0,0,0,4.64801409484772,0
"k141_2607253.concoct_part_0",0,0,0,0,0,0,8.83117910423221,0,0,0,0,0,50.4753994236706,0,0,0,0,0,0,0,0,146.33662468771,0,21.7896128861318,0,0,0,11.0207175696711,4.64045505525605,0,0,9.8141326211996,10.246831314739,0,22.716150021675,0,0,28.6278308495774,55.1510307466012,0,19.1305428327321,36.4535330121039,0,0,0,0,0,0,18.1670262028528,0,0,0,0,0,0,0,0,0,3.76692191291928,0,30.1256201823444,0,0,16.5586354110073,4.70744326984614,0,0,14.5611897214286,0,20.1187928070861,35.0892490015591,0,0,0,0,22.8508285237707,3.52071151886655,0,0,0,6.85789149550211,0,1.89469004538994,0,155.76973244636,137.189032098213,9.37045121510945,0,82.2339279882916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.1175318369441,0,0,2.95528552719958,0,36.0408173062544,0,0,0,0,0,0,0,0,0,29.6604785451861,0,0,15.8080283869909,0,0,0,25.0380418526942,0,0,84.0781132742693,0,0,4.97090135454438,0,0,9.90361082215766,0,1.79013380004744,14.298169999567,0,0,9.40008427794523,0,0,0,21.7481021560331,0,0,0,0,0,0,0.745831638262082,0,0,0,48.545551162461,0,0,0,0,0,0,0,6.37301338534469,5.92657516054965,0,0,0,26.3155892942166,0,0,0,0,0,0,49.563114328873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.4581716669256,36.3959606109837,65.2405419970483,0,5.0667667617357,0,37.1707297134954,0,8.86167368884881,5.01404354939374,12.5277592493917,0,0,0,0,0,0,0,0,0,0,24.1225684794663,43.9660386138961,11.0548043736915,0,0,33.9819052664133,8.20227498553581,0,0,0,0,0,27.8300297732698,0,8.87745589450498,0,0,0,0,0,0,0,0.984791973064298,30.7745039131038,0,0,0,0,0,6.50416298050874,0,28.7590196666301,0,0,0,0,0,0
"k141_768079.concoct_part_0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367.909254785938,0,63.0599489283692,0,0,0,0,0,0,0,4.91201719235831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.640798059522323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35617284308887,0,0,55.3481138250657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k141_403457.concoct_part_0",0,0,0,0,3.35316957951699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0276843557147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50575618651384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65044130932717,0,0,0,0,0,0,0,0,21.6313831950096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05451357586431,0,0,0,0,0,0,0,0,0,0,0,0,2.49371788260731,0,0.467639322402827,0,0,4.11508055356428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.2593111078275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.79351552687497,0,0,0,0,0,0,0,0,0,0,0,0,0
"k141_768221.concoct_part_0",0,0,0,0,4.36823055975668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04111746001498,0,0,0,0,0,3.56270005065177,3.81739656783148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.550454720848,0,0,0,0,0,0,3.05521333117118,0,0,0,0,0.847886348013518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37002299527788,0,0,2.9798970378823,0,0,13.1208960669346,0,0,0,0,0,0,17.3493078028592,0,0,0,0,6.9055491824617,0,0,0,0,0,0,0,0,0,3.44336641191553,0,0,20.2008454184173,0,0,0,2.32897846469851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913802447485308,0,10.976364048607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.47750648507897,0,0,0,0,0,0,0,0,0,0,0,4.46192019755299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01522569183897,0,2.66644409836553,0,0,0,0,0,0
"k141_4079322.concoct_part_0",0,0,0,0,1.87961399467309,0,0,0,0,0,0,0,0,0,1.80029270163269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02200052285406,0,1.2946673944525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375609539012781,0,4.07480265915802,0,0,0,0,0,0,0,0,0,2.8091954693735,0,0,0,0,0,0,0,0.327077745438762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98315503685236,0,32.3345019198884,0,0,0.357089450081144,0,0,2.35787620628621,1.8750949931446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7419414179885,0,0.262134495140687,0,0,2.30670200664312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.1774478968331,0,0,0,0,0.735057534889577,0,0,0,1.6361603048452,0,0,0,0,0,2.77571710763057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k141_2238637.concoct_part_0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.8243775502889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0264664702524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.1118247821536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k141_1506042.concoct_part_0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.12910039482835,0,1.8981170692425,0,0,0,0,0.842156516220948,0,0,0,0,0,0,0,0,0,0,0,4.16620640353306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73374029596413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21797703163479,0,0,0,0,0,0,0,0,0,0,0,0,3.13468483694709,0,0,0,0,0,0,0,0,2.08072063434095,0,0,0,0,0,0,0,0.974628237963269,0.741386467600939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178865324255802,0,0,0,0,0,0,0,0,0,0,0,0,0,0.591509707902275,0,0,0,0,0,0,3.21645879674444,2.72986769451938,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0343306537772,0,0,2.05569515725966,0,0,0,0,0,0,22.7278538171296,0,0,0,0,0,0,0,0,0,1.60849328487501,11.1700032411832,7.49175805540911,0,0,0,0,0,0,3.13153716917651,0,0,0,0,0,0
"k141_403866.concoct_part_0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.9627694849445,0,0,0,0,0,0,66.5635865686995,0,45.7525189698672,0,0,4.69473295889615,0,74.7308144787723,0,0,25.6967374397644,5.95013281858359,34.4277339925078,48.2407139682891,0,61.6826359630435,2.95530963030129,42.3716914913319,0,184.849248225147,101.605668234228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1487597811693,10.4994107984331,0,0,0,0,0,5.24835734246799,0,0,13.5286330265975,0,16.9928525467237,0,0,0,0,0,0,26.1684189506389,0,0,0,12.7431754072042,0,1.7603346164432,0,0,10.1968594931472,0,0,219.764758372856,0,0,0,6.82235465577848,0,23.7917768534826,0,0,0,0,0,0,0,0,0,0,17.4466266676351,138.658941654799,0,0,0,0,0,0,0,0,32.562212783253,0,0,38.4926075923272,2.67465299921222,0,0,0,0,0,23.2625552176691,0,0,3.55072740938308,0,0,13.8552209380421,0,0,20.7029932156976,0,3.32638523536442,99.9482753391942,0,0,4.36675481359405,23.3380262153282,0,0,0,0,0,87.3703963856437,0,0,0,0,0,0,0,101.481998274824,0,0,0,0,0,0,0,0,12.3892030436682,0,0,0,36.6742646635729,0,0,0,41.0239630639245,0,0,0,0,0,0,0.610463508595357,0,0,10.7437779183053,0,25.4033826180764,0,0,0,0,0,0,0,0,34.8244711877605,0,0,14.1224232625736,0,19.7342258524261,0,83.7049988304319,25.6216944159553,17.4590944256257,0,0,0,0,0,0,0,0,0,0,137.987604706188,20.4241690898818,23.9654121880542,0,0,10.5240651047755,7.62063886162092,11.067023643208,35.6621126253804,0,0,14.0915457583644,71.1055370195053,0,28.0430015702212,0,0,39.2874676316379,0,6.9976769442245,0,0,8.69210895037201,0,0,0,0,47.4606241688516,0,4.8343541038541,0,8.01590180578388,0,0,70.8420084306389,0,16.3762801385028,0
"k141_768682.concoct_part_0",0,0,0,37.5561334075703,14.4034985874363,0,68.7234393007988,0,0,0,0,0,18.7045240911521,0,32.6079208486951,0,0,17.5530464975831,0,0,6.07554944065237,83.8832314729882,0,62.0122705422993,0,0,42.4432268335008,117.616772795391,62.7654047191117,5.56186647743187,0,48.600805856135,145.240563334096,73.2347172384286,39.6841905626262,0,12.3010666458367,52.1586216868747,33.0138728593676,0,6.38023538277272,3.3771203111706,30.2382260923143,0,7.61523984674982,0,0,0,10.0981542441198,0,0,0,6.21910952741408,38.2373561971334,0,0,11.9546012252156,55.3973284164903,103.645386142719,0,8.37267354338128,0,0,0,25.1197021435514,14.9470895859068,0,0,0,140.804703944767,19.5043836438363,0,13.4208211494839,0,0,25.4032980920931,95.8925082679767,1.43162762383425,0,0,26.6837465507149,0,16.8506366288095,0,17.7726520109164,21.3518534928561,5.20857187360226,0,3.08155863990504,0,4.98606279384796,17.3100488283452,0,0,15.3289590041593,0,0,0,0,0,0,0,0,50.2225535229134,0,57.4083756561766,4.92809259300618,0,20.0333135527457,37.5163263669571,0,0,0,20.823829762236,0,0,0,13.902636234482,6.01898966638343,156.81753510579,0,0,0,0,113.849379668045,13.9174131074643,0,0,23.3674390876592,6.08613918728949,0,38.6831060130548,15.9792835383955,0,144.504386637294,0,4.97523563533269,116.565501252858,0,29.5665154775568,31.3502605940568,48.8689794045915,101.720910114539,0,0,0,52.5205280701689,41.8172428087632,135.178074170175,0,0,0,0,0,0,26.9840786285296,13.0897699792507,0,7.1758398972422,0,0,0,16.752309809044,10.6273318670523,42.0022096841757,0,0,0,0,0,0,7.12222040250424,0,0,242.89144725798,0,0,0,10.5921567339379,14.6090105006186,0,78.9658838611073,9.64160606335731,0,27.3567912228996,0,0,6.62797695827795,26.0452875764595,0,0,8.66264705401342,0,27.7794964043574,32.6376008835964,0,5.63273170938143,0,41.3227523120343,0,71.4236291725339,12.5417682907576,34.8178187835962,0,0,0,0,0,0,0,0,14.7037131517857,5.34997245835418,13.9343719480316,24.4385533696389,7.16895754982395,0,9.34186434166445,9.44443292638121,41.0331626808889,9.93169098179799,48.0054656661082,19.3673513480045,0,33.7224972591031,15.4693415494051,0,11.84289619011,0,24.1489696815058,20.8930871230376,0,0,0,0,2.736986541257,8.55301478158236,107.08199142072,0,0,13.105163543506,0,16.9921146852344,0,172.64578931158,0,20.0065305364793,16.9532106420159,0,9.79752455044117,0
"k141_2239093.concoct_part_0",0,0,0,0,0.564192490742127,0,0,0,0,0,0,0,38.9534028691229,0,18.3730251495457,0,0,0,0,0,0,11.1350402108747,0,0.104373358920815,0,0,0,0,0.555700419701369,0,0,0.534206780042981,11.3504080199593,0,0.388612568340565,0,0,1.71410965399084,1.65110159283497,0,0,0,0,0,0,0,0,0,0,1.38430221077669,0,0,1.33983155567616,0,0,0,0,0,1.35328113066448,0,0,0,0,1.98291773931877,16.911670318696,0,0,0.871860533417307,0,0.219022830415178,0,0,6.74648984174262,0,0,0,15.5995589396403,0,0,0,43.7310973906591,0,0.226891552852051,0,2.74895517636868,0,0,0,0,3.16174493060607,3.2225598730811,0,1.75868227267454,0,0,0,0,0,0,0,0,0,0,2.88529032310358,0,0.74957192412428,0.353899216401649,0,0,0,0,0.690651393116219,0,0,0,12.5909431428764,0,0,9.2461643000622,0.344739100545454,0,0,0,0,0.445953909700721,0,0,0,16.2468355215588,1.31118471212362,0,10.1196203635365,0,0,0.592985022470858,0,0.750297831262104,2.9352413472177,0.500267934454721,1.4154991965971,0,0,0,0,2.60436301007316,0,126.726985240057,0,4.65959568289618,0,0,0,0,0,0,13.0801314477513,0,0,0,0,0,0,0,0,1.24200115367198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039341671785269,0,0,0,0,0,0,0,1.07093780546679,1.40278515830025,0,0,0.466565503770694,0,1.62629207777656,1.95315955750077,0,3.64051074625066,0,28.4031655225375,0,7.60524332093261,0.600438119025226,7.50107585345476,0,0,0,1.28786169221476,2.64418460786274,0,0,0,3.16773627792411,0,6.11726481528528,1.31624731946685,2.64765388610706,0,0,52.6758187743337,11.7867948665223,0,0,0,0,9.08137768051498,34.9931569064125,0,0,0,7.80390298813449,7.31438771286394,0,0,0,0,0.117930096560363,0,0,0,0,1.88223212990933,0,4.43962639734902,0,0,0,0,0,0,3.16613636622618,4.63533393402353
