"","ContigID","Protein_Hit","Gene","Drug","Mechanism","Genus","Species","Family","PlasmidOrChr","Type","CARDLength","contigLength","AL0002_S124","AL0003_S134","AL0004_S144","CH0001_S154","CH0002_S83","CH0006_S93","CH0012_S103","CH0016_S114","CH0018_S125","CH0019_S135","CH0020_S145","CH0022_S155","CH0023_S84","CH0030_S94","CH0035_S104","CH0038_S115","CH0039_S126","CH0050_S136","CH0055_S146","DU0002_S32","DU0004_S42","DU0005_S52","DU0007_S62","DU0010_S72","DU0012_S82","DU0013_S11","DU0017_S22","DU0019_S112","DU0034_S123","DU0038_S133","DU0047_S143","DU0058_S153","DU0059_S163","DU0063_S92","DU0064_S102","DU0071_S113","DU0074_S29","DU0076_S26","DU0077_S3","DU0083_S1","DU0087_S4","DU0089_S14","DU0099_S24","IT103_S55","IT11_S34","IT148_S66","IT173_S76","IT197_S5","IT202_S15","IT222_S25","IT226_S35","IT230_S45","IT236_S56","IT254_S67","IT257_S77","IT261_S6","IT271_S16","IT309_S26","IT311_S36","IT315_S46","IT323_S57","IT337_S68","IT338_S78","IT339_S7","IT361_S17","IT381_S27","IT52_S44","IT85_S58","KL0002_S156","KL0003_S85","KL0004_S95","KL0006_S105","KL0007_S116","KL0008_S127","KL0009_S137","KL0010_S147","KL0011_S157","KL0012_S10","KL0013_S86","KL0014_S96","KL0016_S106","KL0017_S117","KL0018_S128","KL0019_S138","KL0020_S37","KL0021_S148","KL0022_S158","KL0023_S87","KL0024_S97","KL0025_S107","KL0026_S118","KL0027_S129","KL0028_S139","KL0029_S149","KL0031_S159","KL0035_S88","KL0036_S98","KL0037_S108","KL0039_S119","KL0040_S130","KL0041_S140","KL0042_S150","KL0043_S160","SBE0003_S40","SBE0004_S51","SBE0006_S62","SBE0007_S72","SBE0008_S1","SBE0009_S11","SBE0010_S21","SBE0011_S31","SBE0012_S41","SBE0015_S52","SBE0018_S63","SG0001_S89","SG0002_S99","SG0003_S109","SG0006_S120","SG0012_S131","SG0024_S141","SG0025_S151","SG0028_S161","SG0031_S90","TBE0001_S73","TBE0002_S2","TBE0003_S12","TBE0004_S22","TBE0005_S32","TBE0006_S42","TBE0007_S53","TBE0008_S64","TBE0009_S74","TBE0010_S3","TBE0011_S13","TBE0012_S23","TBE0013_S33","TBE0014_S43","TBE0015_S133","TBE0016_S142","TBS002_S63","TBS006_S66","TBS011_S40","TBS035_S33","TBS150_S43","TBS153_S71","TBS160_S28","TBS165_S41","TBS277_S78","TBS349_S69","TBS365_S81","TBS385_S73","TBS387_S47","TBS396_S4","TBS425_S56","TBS435_S44","TBS442_S70","TBS461_S37","TBS466_S7","TBS467_S17","TBS468_S59","TBS469_S60","TBS479_S75","TBS480_S80","TBS488_S21","TBS516_S25","TBS524_S49","TBS556_S34","TBS559_S20","TBS587_S9","TBS596_S14","TBS656_S45","TBS663_S5","TBS664_S8","TBS668_S51","TBS670_S12","TBS671_S67","TBS672_S48","TH0007_S20","TH0008_S30","TH0016_S54","TH0017_S65","TH0019_S75","TT0003_S100","TT0005_S110","TT0006_S121","TT0009_S132","TT0010_S142","TT0011_S152","TT0012_C1","TT0014_S162","TT0015_S91","TT0016_C1","TT0017_S101","TT0018_S111","TT0019_S122","TT0021_S48","TT0025_S1","TT0029_S64","TT0030_S59","TT0031_S69","TT0033_S79","TT0034_S8","TT0038_S18","TT0040_S47","TT0042_S28","TT0043_S38","TT0045_S49","TT0048_S60","TT0049_S70","TT0051_S80","TT0053_S9","TT0059_S19","TT0060_S29","TT0061_S39","TT0062_S50","TT0063_S61","TT0065_S71","TT0067_S81","TT0069_S10","TTS1106_S54","TTS1108_S15","TTS1111_S53","TTS1115_S50","TTS1116_S57","TTS1118_S65","TTS1120_S38","TTS1122_S79","TTS1123_S10","TTS1131_S31","TTS1134_S35","TTS1141_S18","TTS1146_S76","TTS1149_S46","TTS1160_S6","TTS1170_S27","TTS1188_S58","TTS1189_S61","TTS1194_S68","TTS1200_S77","TTS1203_S39","TTS1204_S2","TTS1205_S19","TTS1210_S64","TTS1212_S36","TTS1214_S16","TTS1223_S23","TTS1263_S30","TTS1272_S24","TTS1301_S13","TTS1320_S74","TTS1330_S55","SpeciesAMR"
"88","k141_1174418.concoct_part_0","AAO47226","Streptomyces rishiriensis parY mutant conferring resistance to aminocoumarin","Aminocoumarin antibiotic","antibiotic target alteration","Haemophilus","Haemophilus parahaemolyticus",NA,"Chromosome","Chromosome",703,6101,0,0,0,0.135837180591785,0.0536721689795372,0,0.0798900426404162,1.69050049717779,0,0,0,0,0,0,0.0128529268865636,0,0,0.0822375585773309,0,0,0,0,0,0.00782649391098724,0,0,0,0,0.0761803767366232,0,0,0,0.0042073722632676,0,0,0,0,0,0,0,0,0,0.129587824953384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81815780894977,0.00403248250844982,0.160390278344202,0,0,0,0.0657751187463966,0,0,0,0,0,0,0.0157695426935464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131895506701183,0,0.333730321287986,0.0165370583678307,0,0,0.0787134542676439,0,0,0,0,0,0,0,0,0,0.11602624813366,0,0,0,0,0.0164224680607398,0,0,0,0,0,0,0,0,0,0.701356647164141,0,0,0.313813986248705,0,0,0.0515219002075969,0.620111212959058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136040937793101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164842951011321,0,0.757708695145467,0.0384632741944827,0,0.0539747916497235,0,0,0,0.0964648999918925,0,0,0,0,0.0087565586246865,0.0831827803970005,0.246548076443563,0,0,0.293295329507277,0,0.00557917845464099,0.131819927950159,0,0,0,0,0,0,0,0,0,0,0.0069464665327227,0,0,0.00799797458806715,0,0.340359089824231,0,0,0,0.144473492725101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203106262265347,0,0,0,0,0.0138647623378057,0,0,0,0,0,0,0,0,"Haemophilus parahaemolyticus - Streptomyces rishiriensis parY mutant conferring resistance to aminocoumarin (Aminocoumarin antibiotic)"
"89","k141_1174458.concoct_part_0","AAG07064","mexK","Multidrug","antibiotic efflux","Veillonella","Veillonella parvula",NA,"Chromosome","Chromosome",1025,3475,0,0,0,0.199831854099705,0,0,0,0,0.607776649430544,0,0,0,0.312644377575932,0,0,0,0,0.0744507420069695,0,0,0,0.00800764772990342,0,0.0141015787983103,0,0,0.0178467085108837,0,0.0348886526557578,0,0,0.0809499609044949,0.00379916880514173,0.0391673767168373,0.0206000143853897,0,0.0993189315991289,0.0343342594487737,0.0257702752278432,0,0.0740792296971237,0.0946813736852548,0,0,0.108245786351296,0,0,0.675610003376126,0,0,0,0,0,0.156245356558041,0,0,0,0,0.188014576555046,0,0,0,0,0.427077135864537,0.0501593831552151,0,0,0,0.0883001983981544,0.0716669402640396,0.215486214601525,0,0.115534214949153,0,0,0.259504435492792,0,0,0,0,0.190948240592564,0,0.0499546457840353,0,0.0156939075027952,0.0339271519097073,0,0.33812118623162,0.0579004126253138,0,0.200383004054157,0,0.292083916595136,0,0.014160437639563,0,0,0,0,0,0,0,0,0.0470747678214875,0,0,0.164450972828923,0,0.382056524317089,0.0336893579329098,0,0,0,0,0.506219964050704,0,0,0,0.0852087152640134,0.0583050775362666,0,0,0,0,0.0148352183912434,0,1.09693796713046,0,0.0671555064267154,0.0231421149859558,0,0.0251071886529962,0,0,0.02300328651425,0,0.388031220188875,0.0680025367661895,0,0,0.19876414943708,0.0103252617896539,0,0,0.429267669209833,0,0.0372948186558225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340711228418715,0,0,0,0,0,0,0,0,0,0.10943222015294,0,0,0,0,0.0689231788565346,0,0,0.0687241710768655,0,0,0,0,0.0575186588632744,0,0,0,0,0,0.00475011792848843,0,0,0.0405740178274097,0,0.0424716837314777,0,0.020047742093484,0.019046095461894,0.0247359778068075,0,0,0,0.132803141770369,0,0,0,0,0,0.024930345276764,0.0333760626177424,0,0.251841326748946,0.185365660369226,0,0.0327915086413879,0.0918570784145129,0,0,0,0,0,0.182858201942608,0,0.289923140804627,0,0.330008669935772,0.271168728397596,0,0,0,0,0.0539505725034644,0.297950650985677,0,0,0,0.233476685741885,0.749606197046239,0.141481203818511,0,0.0765125396003986,0,0,0.308352538033419,0,0.0962812551956756,0,"Veillonella parvula - mexK (Multidrug)"
"90","k141_1174475.concoct_part_0","AAC74000","msbA","Nitroimidazole antibiotic","antibiotic efflux","Neisseria","Neisseria mucosa",NA,"Chromosome","Chromosome",582,1583,0,0,0,0.0987281858589766,0.849727843780086,0,0,0,0,0,0,0,0,0,0.107069415137436,0,0,0,0,0,0,0,0,0,0,0,0,0,0.494105543904097,0,0,0.0327070061256544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168247565300004,0,0,0,0.690275269393967,0,0,0,0,0,0,0,0.0679034161955723,0,0,0,0,0,0,0,0,0,0,0.093708073244867,0,0,0,0,0,0,0.0958785996269186,0,0,0.226715293675874,0.113004698464438,0,0,0,0,0.10811995049975,0,0,0,0,0,0,0,0,0,0,0,0.307073251229156,0,0,0.249226233473514,0.17668490187041,0,0.3669767378961,0,0,0,0,0,0,0,0,0,0.113601984718948,0,0,0,0,0.670235527320351,0,0,0,0,0,0,0.170622370946698,0,0,0,0,0,0.0396876989763081,0,0.489112227022976,0,0.329785120674488,1.26418372331067,0,0,0,0.0873624395766209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315149444285205,0,0,0,0.875778494410467,0,0,0.119305696107352,0,0,0,0,0,0,0,0,0,0,0,0,0.654719730305281,0,0,0,0,0,0,0,0,0.00377568988852862,0,0,0,0,0,0,0.0473378307657556,0.343998070830387,0.0582803804496269,0,0,0,0,0,0,0,0,0,0,0,0,0.0341155199096976,0,0,0,0,0.694673328203407,0,0,0,0,0.174852083327114,0,0.0745835981058668,0,0,0,0,0,0,0,0.0273271865304308,0,0,0,0,0,0,0.267897280140342,0,0.0410357699337396,0,0,0,0,0,0,"Neisseria mucosa - msbA (Nitroimidazole antibiotic)"
"91","k141_1178241.concoct_part_0","AAG07763","mexW","Multidrug","antibiotic efflux","Porphyromonas","Porphyromonas gingivalis",NA,"Chromosome","Chromosome",1018,10000,0,0,0,0,0.00547161445354569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00253221790331517,0,0.00689485845848872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018103023773043,0,0.0951749387171499,0,0,0,0,0,0.222362041523587,0,0,0,0.0236487597234448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343818506777985,0,0,0,0,0,0,0,0,0,0,0,0,0.0493370552173353,0,0,0,0,0,0,0,0,0.0976211782934956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11352790742203,0,2.29804672372787,0,0,0.00411385832677607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84227940577097,0,0.0012536673454294,0,0,0.0686798306697209,0,0,0,0,0,0,0,0,0,0,0,0.00790220779682865,0,0,0,0,1.31164496394024,0,0,0,0,0,0,0,0,0,0,1.98897998215498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Porphyromonas gingivalis - mexW (Multidrug)"
"92","k141_1183148.concoct_part_0","AAC74000","msbA","Nitroimidazole antibiotic","antibiotic efflux","Abiotrophia","Abiotrophia defectiva",NA,"Chromosome","Chromosome",582,1901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249406484959851,0,0,0,0,0,0,0,0.0573831927292353,0,0,0.00669406182626799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169906437315768,0,0,0,0,0,0.0140334005570918,0,0,0,0.154034569169093,0.169946269083174,0,0,0,0,0,0,0,0,0,0,0.226119093123565,0,0.0265638967383308,0,0,0,0,0,0.00285356145555496,0,0,0,0,0,0,0.00379191487974474,0,0,0,0,0,0,0,0,0,0,0.0230480030747672,0,0,0.0187127162724552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202607157674703,0,0.284851746389883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0929692238865534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166853425145522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Abiotrophia defectiva - msbA (Nitroimidazole antibiotic)"
"93","k141_1183330.concoct_part_0","AAK99775","mefE","MLS","antibiotic efflux","Streptococcus","Streptococcus pneumoniae",NA,"Chromosome","Chromosome",403,6555,0,0,0,0.0218727878118793,0,0,0.212356858266092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00242653402040151,0,0,0.00920326832499606,0.0378070565793242,0.0434334270448125,0,0,0,0.0442980648083012,0.0202702685364245,0.0211783061170919,0,0,0.0118606644168833,0.00999173911706659,0,0,0.0125235676758484,0,0,0,0,0,0,0.137671565230458,0,0,0,0,0,0,0,0,0.606685660168905,0,0,0,0,0,0,0.0837468383389394,0,0,0,0,0.024491503087534,0,0,0,0,0,0.00694393253739598,0.00734152819279023,0,0,0,0.0146210857486181,0,0.0188820708915901,0,0,0,0,0,0.0211068733849131,0,0,0,0,0,0.00729779803181823,0,0,0,0,0,0,0,0,0.0719806731984956,0,0.0110243035680727,0,0,0,0.378746709709253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452821988459906,0,0,0,0,0,0,0,0,0,0.0469155852771135,0.0915797007338126,0,0.0129597576767181,0,0,0.0241450243607241,0.397896828246854,0,0,0,0,0,0,0.0422468956389337,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0527876311469038,0,0.00505564406669639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566988196199135,0.0532870425333686,0,0,0,0,0.0100217907620326,0,0,0,0,0,0,0.0121784855475664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144960094887611,0.0128714730411194,0.00273844957865964,0,0,0,0,0.00680491431315283,0,0,0.176806084515532,0,0,0,0,0,0.00412146554498327,0,0.0621883205586008,0.0253398342934114,0,0,0,0,0.0014867751196622,0,0.189473671219137,0,0,0,0,0.00937590955647389,0,0.464247593209585,0,0,0,0,0,0,"Streptococcus pneumoniae - mefE (MLS)"
"94","k141_1183790.concoct_part_0","AET10445","tetB(46)","Tetracycline","antibiotic efflux","Streptococcus","Streptococcus parasanguinis",NA,"Chromosome","Chromosome",578,1636,0,0,0,0,0,0,0,0,0,0,0,0,0.42409146611728,0,0.0525295311965595,0,0,0.313905628202698,0,0,0.291520857235213,0.851748051080336,0,0.163778247811359,0,0,0.0506135188626284,0.0608720039718158,0,0,0,0.0623263236948479,0.141261498232907,0.0883520665674608,0.240636538029297,0,0,0.352017912726354,0.451085656476698,0,0.39919082290009,0.25649293046513,0.347785229428133,0,0,0,0,0,0,0,0,0,0.162309155073772,0,0,0,0,0,0.0325470436797831,0,0,0,0,0,0.0330838777954983,0.314559590087514,0,0,0,0.0880510490961777,0.636476668955625,0,0.252577616400277,0,0,0.147534806661802,0,0,0,0,0.0551539070666097,0,0.010565313710758,0,0.372866215868953,0.495228417346334,0.108942927513283,0,0.440522382218413,0,0,0,0,0,0.0162361663060259,0,0,0,0.139893155526168,0,0,0,0,0.0538861048607138,0,0.0485679381097319,0.0407704877026188,0,0,0,0,0,0,0,0,0,0,0,0.101441936497912,0.0448103328173391,0,0,0,0,0.0668660019371849,0,0,0,0.4675006585272,0,0,0.264754640822458,0,0,0.0692594539405077,0,0.028105388300973,0.0523037668214152,0,0,0,0,0,0,0,0,0.0841956156755421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662696974224108,0,0,0,0,0,0,0,0,0,0.0428405411581991,0,0,0.251588822703483,0,0,0,0,0,0,0,0,0,0.0442031524827096,0,0,0,0.41479559340141,0,0.190644924149645,0.203326239530764,0,0.0234169192325892,0,0.425254810790045,0,0.234640737708201,0.106001763219129,0.353661023097796,0,0,0,0,0,0,0,0,0,0.0285692398285395,0.208482539858378,0.771747111572727,0.0649819709256638,0,1.0721337124884,0.185446268909972,0.240054673367985,0.136505693927992,0,0,0,0.737415003564763,0,0,0.106503353757734,0,0.258948340720623,0.109814245728818,0,0,0,0,0.0165040848723886,0.490511524089438,0.273588258850512,0.246643627600043,0,0,0,0.0515492321221379,0,0.239448170168787,0,0,0,0,0,0,"Streptococcus parasanguinis - tetB(46) (Tetracycline)"
"95","k141_1184224.concoct_part_0","ANZ79241","tetB(60)","Tetracycline","antibiotic efflux","","Unknown sp.",NA,"Chromosome","Chromosome",579,3614,0,0,0,0.0405383490151906,0.0465907610966481,0,0.0558102598385294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298297783629977,0,0,0,0,0,0,0.0189153938950697,0,0,0.184858007022213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413617607135903,0,0,0,0,0.00270789562951098,0,0,0,0,0,0,0.0272021153657819,0,0,0,0,0,0.0132346961660509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114759824326022,0,0,0.0277526922052472,0,0,0,0,0,0,0,0,0,0.0375507570185242,0,0,0,0,0.0697933329620083,0,0,0,0,0,0,0,0,0,0.0438065492519908,0,0,0.184045379038983,0,0.217079037315166,0,0.0867827639879047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143726431397116,0,0,0.189514034981074,0,0,0,0,0,0,0,0,0.188045736853014,0,0,0.0226358921349351,0,0,0,0,0,0.0569469647371192,0.0363153971257286,0,0,0,0,0,0,0,0,0,0,0.012009079996814,0,0,0,0,0,0,0,0,0.0851573079823164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120710326251184,0,0,0,0,0.0174413082565059,0,0,0,0,0,0,0.0469739510453714,0,"Unknown sp. - tetB(60) (Tetracycline)"
"96","k141_1184776.concoct_part_0","ADP36409","Bifidobacteria intrinsic ileS conferring resistance to mupirocin","Mupirocin","antibiotic target alteration","Corynebacterium","Corynebacterium striatum",NA,"Chromosome","Chromosome",1107,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00950607252333179,2.16949718135298,2.01547619566414,1.73618027886085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.500345420801459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Corynebacterium striatum - Bifidobacteria intrinsic ileS conferring resistance to mupirocin (Mupirocin)"
"97","k141_1184954.concoct_part_0","AAK99679","pmrA","Fluoroquinolone","antibiotic efflux","Streptococcus","Streptococcus oralis",NA,"Chromosome","Chromosome",399,1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33086503019716,0,0,0.312133585028638,0,0,0.0944548753479382,0.580954410281272,0.0910858698683188,0,0,0.418069514452414,0.316980112335902,0,0.0318691068660188,0,1.21924094605439,0.349712477751116,0.356052804966347,2.27496679417978,0,0,0.276024088091543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335804511487766,0,0,0.220408650010599,0,0.840769915096555,0,0,0,0,0,0,0,0,0,0,0,0,0.103824049473555,0,0,0,0.145575447115281,0.864243036495142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0653566774503606,0,0,0,0.0446774383343654,0,0,0,0,0,0,0,0,0.0235160209912414,0.060327088596901,0,0,0,0,0.0897859197395315,0,0,0,0.082979885560624,0,0,0.149339446042347,0,0,0,0,0.0285279736331373,0.0259814850789848,0,0.233026417190576,0,0,1.49916380745592,0,0,0,0,0,0.442618154005089,0,0,0,0,0,0,0.31856046852414,0,0,0.0873914261816032,0,0,0,0,0,0.0599333131435016,0,0,0,0.223291284419905,0,0,0.0788421548592077,0,0,0,0,0,0,0,0,0,0,0,0,0.07512823404836,0,0,0,0,0,0,0,0,0.00981935963133831,0.072059162470592,0,0.0625354784093391,0,0,0,0.244556793960581,0,0.147222306712334,0,0,0,0,0,0,0,0,0,0,0.0647656943762588,0,0.169570892722615,0,0,0,0.924868772694262,0,0,0.875557106453743,0,0,0,0,0,0,0.340416514609029,0.618490844081151,0,0.0265608620498477,0,0,0.0355080110461806,0,0,0,0,0.261133649864012,0.682285596132381,0.271193624817671,0,0,0,0,0,0,0.28021347064883,0,"Streptococcus oralis - pmrA (Fluoroquinolone)"
"98","k141_1188502.concoct_part_11","AAC74000","msbA","Nitroimidazole antibiotic","antibiotic efflux","","Unknown sp.",NA,"Chromosome","Chromosome",582,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261562750276539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Unknown sp. - msbA (Nitroimidazole antibiotic)"
"99","k141_1188502.concoct_part_17","AAX14802","adeJ","Multidrug","antibiotic efflux","Cloacibacterium","Cloacibacterium normanense",NA,"Chromosome","Chromosome",1058,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181030525904262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415855605893159,0,0.294529916452206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00228810543146721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cloacibacterium normanense - adeJ (Multidrug)"
"100","k141_1188502.concoct_part_23","WP_104671188","efrA","Multidrug","antibiotic efflux","Cloacibacterium","Cloacibacterium normanense",NA,"Chromosome","Chromosome",575,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247859209737317,0,0,0,0,0,0.0851756300499574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cloacibacterium normanense - efrA (Multidrug)"
"101","k141_1189034.concoct_part_0","AAK76136","patB","Fluoroquinolone","antibiotic efflux","Streptococcus","Streptococcus sp.",NA,"Chromosome","Chromosome",588,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0770894921229964,0,0.00928627245373679,0,0,0.167033178940782,0.0524698619958294,0.114714363505033,0,0,0.155527597632782,0.260174546223988,0.148682922480496,0,0.665836064947388,0,0.529411451079246,0.169172247989962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110692335730595,0,0,0,0.406617587461611,0.0865320155102882,0,0,0,0,0,0.602390646699985,0.257863518551331,0,0,0,0,0,0.0969205831349964,0,0,0,0,0,0.0288394435804127,0,0,0.17476088921816,0.437308940517553,0,0,0,0,0,0,0,0,0,0,0.47767652655632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039594890683932,0.0385955723391648,0,0,0,0,0.113090206155759,0,0,0,0.0791376819710136,0,0,0,0,0,0.144914038443908,0,0.059726275037222,0.150057565117049,0,0,0.332237843944643,0.154879878288344,0,0,0,0,0,0,0.42436600417548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147758540248164,0,0,0.657504414844447,0,0,0,0,0.0751640924792795,0,0,0,0,0,0.198412967639016,0,0.614445985070898,0,0,0,0,0,0.10920090228423,0,0,0,0,0,0,0,0,0,0,0.0487635098865699,0.0482535069325024,0,0.161938057754157,0,0,0,0.142384831094762,0,0,0,0,0,0,0,0.0619809072229016,0,0,0,0,0,0,0,0.0226466613126378,0,0.442464340214065,0,0,0,0,0.0959669686300066,0,0.193115341615483,0,0,0,0,0,0,"Streptococcus sp. - patB (Fluoroquinolone)"
